"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Plaza","GV Plaza","10/12/2018","2:40 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/08/filmCode/6396/showDate/10-12-2018/showTime/1440/hallNumber/6"
"Robin Hood","GV Katong","GV Katong","11/12/2018","10:25 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/10/filmCode/6410/showDate/11-12-2018/showTime/1025/hallNumber/2"
"Mortal Engines*","GV Grand, Great World City","GV Grand, Great World City","12/12/2018","5:30 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/07/filmCode/6413/showDate/12-12-2018/showTime/1730/hallNumber/6"
"(Tamil) (3d) 2.0*","GV Suntec City","GV Suntec City","10/12/2018","9:40 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/12/filmCode/4835/showDate/10-12-2018/showTime/2140/hallNumber/2"
"(3d) Mortal Engines*","GV VivoCity","GV VivoCity","12/12/2018","7:30 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6465/showDate/12-12-2018/showTime/1930/hallNumber/10"
"The Wrath*","GV VivoCity","GV VivoCity","12/12/2018","4:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/3562/showDate/12-12-2018/showTime/1615/hallNumber/8"
"Spider-Man: Into The Spider-Verse*","Gold Class Katong","Gold Class Katong","10/12/2018","4:00 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/60/filmCode/6414/showDate/10-12-2018/showTime/1600/hallNumber/1"
"(3d) Aquaman*","GV VivoCity","GV VivoCity","14/12/2018","8:45 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6460/showDate/14-12-2018/showTime/2045/hallNumber/11"
"Lovelive! Sunshine!! Aqours 4th Lovelive! -Sailing*","GV Plaza","GV Plaza","15/12/2018","12:00 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/08/filmCode/7100/showDate/15-12-2018/showTime/1200/hallNumber/7"
"(Tamil) (3d) 2.0*","GV Tampines","GV Tampines","11/12/2018","7:00 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/09/filmCode/4835/showDate/11-12-2018/showTime/1900/hallNumber/8"
"Spider-Man: Into The Spider-Verse*","Duo Deluxe, Paya Lebar","Duo Deluxe, Paya Lebar","11/12/2018","2:25 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/131/filmCode/6414/showDate/11-12-2018/showTime/1425/hallNumber/1"
"(Tamil) (3d) 2.0*","GV Tampines","GV Tampines","10/12/2018","12:40 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/09/filmCode/4835/showDate/10-12-2018/showTime/1240/hallNumber/8"
"Aquaman*","GV Plaza","GV Plaza","14/12/2018","11:35 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/08/filmCode/6412/showDate/14-12-2018/showTime/1135/hallNumber/5"
"Spider-Man: Into The Spider-Verse (Digital)","321 Clementi","WE-Clementi","11/12/2018","10:45 AM","http://tickets.wecinemas.com.sg/Ticketing/visSelectSeats.aspx?cinemacode=5001&txtSessionId=78145&args7=78F9C95434406353FDCE1E99790FFDA322645"
"The Grinch","GV Paya Lebar","GV Paya Lebar","09/12/2018","3:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/13/filmCode/6398/showDate/09-12-2018/showTime/1515/hallNumber/7"
"Mortal Engines*","Gold Class Katong","Gold Class Katong","10/12/2018","7:10 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/60/filmCode/6413/showDate/10-12-2018/showTime/1910/hallNumber/2"
"The Grinch","GV Bedok","GV Bedok","10/12/2018","4:40 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/14/filmCode/6398/showDate/10-12-2018/showTime/1640/hallNumber/4"
"(D-Box) Mortal Engines*","D-BOX, Bishan ","D-BOX, Bishan ","10/12/2018","6:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02*/filmCode/6467/showDate/10-12-2018/showTime/1850/hallNumber/1*"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Tampines","GV Tampines","10/12/2018","12:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/09/filmCode/6396/showDate/10-12-2018/showTime/1215/hallNumber/6"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Bishan","GV Bishan","09/12/2018","5:05 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6396/showDate/09-12-2018/showTime/1705/hallNumber/4"
"Spider-Man: Into The Spider-Verse*","GV Tiong Bahru","GV Tiong Bahru","12/12/2018","1:30 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/03/filmCode/6414/showDate/12-12-2018/showTime/1330/hallNumber/5"
"Mortal Engines*","GV Jurong Point","GV Jurong Point","09/12/2018","10:15 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/04/filmCode/6413/showDate/09-12-2018/showTime/1015/hallNumber/5"
"A Star Is Born","GV Katong","GV Katong","11/12/2018","10:00 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/10/filmCode/6360/showDate/11-12-2018/showTime/2200/hallNumber/5"
"Fantastic Beasts: The Crimes Of Grindelwald","GV Bishan","GV Bishan","11/12/2018","10:05 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6395/showDate/11-12-2018/showTime/1005/hallNumber/3"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Plaza","GV Plaza","12/12/2018","7:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/08/filmCode/6396/showDate/12-12-2018/showTime/1950/hallNumber/6"
"Spider-Man: Into The Spider-Verse*","GV Jurong Point","GV Jurong Point","12/12/2018","7:10 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/04/filmCode/6414/showDate/12-12-2018/showTime/1910/hallNumber/6"
"The Wrath*","GV VivoCity","GV VivoCity","09/12/2018","6:45 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/3562/showDate/09-12-2018/showTime/1845/hallNumber/8"
"Mortal Engines*","GV City Square","GV City Square","10/12/2018","9:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/11/filmCode/6413/showDate/10-12-2018/showTime/2150/hallNumber/2"
"Aquaman (Digital)","321 Clementi","WE-Clementi","16/12/2018","3:30 PM","http://tickets.wecinemas.com.sg/Ticketing/visSelectSeats.aspx?cinemacode=5001&txtSessionId=77964&args7=78F9C95434406353FDCE1E99790FFDA322645"
"Mortal Engines*","GV Tampines","GV Tampines","10/12/2018","7:45 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/09/filmCode/6413/showDate/10-12-2018/showTime/1945/hallNumber/1"
"Aquaman*","Gold Class Katong","Gold Class Katong","15/12/2018","10:20 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/60/filmCode/6412/showDate/15-12-2018/showTime/2220/hallNumber/2"
"Mortal Engines*","GV Jurong Point","GV Jurong Point","11/12/2018","10:15 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/04/filmCode/6413/showDate/11-12-2018/showTime/1015/hallNumber/5"
"Spider-Man: Into The Spider-Verse*","GV VivoCity","GV VivoCity","09/12/2018","8:10 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6414/showDate/09-12-2018/showTime/2010/hallNumber/5"
"Mortal Engines*","GVmax, VivoCity","GVmax, VivoCity","11/12/2018","3:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/051/filmCode/6413/showDate/11-12-2018/showTime/1550/hallNumber/1"
"Spider-Man: Into The Spider-Verse*","GV Tampines","GV Tampines","11/12/2018","2:55 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/09/filmCode/6414/showDate/11-12-2018/showTime/1455/hallNumber/4"
"The Grinch","GV VivoCity","GV VivoCity","10/12/2018","7:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6398/showDate/10-12-2018/showTime/1915/hallNumber/8"
"Mortal Engines*","GV Jurong Point","GV Jurong Point","09/12/2018","4:00 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/04/filmCode/6413/showDate/09-12-2018/showTime/1600/hallNumber/5"
"Creed II","GV VivoCity","GV VivoCity","11/12/2018","4:10 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6409/showDate/11-12-2018/showTime/1610/hallNumber/12"
"Robin Hood","GV Suntec City","GV Suntec City","11/12/2018","4:05 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/12/filmCode/6410/showDate/11-12-2018/showTime/1605/hallNumber/5"
"Spider-Man: Into The Spider-Verse*","GV VivoCity","GV VivoCity","11/12/2018","3:55 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6414/showDate/11-12-2018/showTime/1555/hallNumber/2"
"Spider-Man: Into The Spider-Verse*","GV Bishan","GV Bishan","12/12/2018","5:20 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6414/showDate/12-12-2018/showTime/1720/hallNumber/3"
"Mortal Engines*","GV Tiong Bahru","GV Tiong Bahru","10/12/2018","10:30 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/03/filmCode/6413/showDate/10-12-2018/showTime/1030/hallNumber/1"
"The Grinch","GV VivoCity","GV VivoCity","11/12/2018","7:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6398/showDate/11-12-2018/showTime/1950/hallNumber/8"
"Widows*","GV VivoCity","GV VivoCity","12/12/2018","1:35 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6411/showDate/12-12-2018/showTime/1335/hallNumber/9"
"The Grinch","GV Yishun","GV Yishun","12/12/2018","7:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/01/filmCode/6398/showDate/12-12-2018/showTime/1950/hallNumber/5"
"Aquaman*","GV City Square","GV City Square","15/12/2018","1:10 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/11/filmCode/6412/showDate/15-12-2018/showTime/110/hallNumber/2"
"The Grinch","GV VivoCity","GV VivoCity","11/12/2018","4:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6398/showDate/11-12-2018/showTime/1650/hallNumber/5"
"Creed II","GV Bedok","GV Bedok","11/12/2018","9:05 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/14/filmCode/6409/showDate/11-12-2018/showTime/2105/hallNumber/4"
"Kedarnath*","GV City Square","GV City Square","11/12/2018","6:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/11/filmCode/4838/showDate/11-12-2018/showTime/1850/hallNumber/5"
"Mortal Engines*","GV Paya Lebar","GV Paya Lebar","09/12/2018","8:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/13/filmCode/6413/showDate/09-12-2018/showTime/2050/hallNumber/3"
"Aquaman*","Gold Class Suntec City","Gold Class Suntec City","14/12/2018","10:00 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/80/filmCode/6412/showDate/14-12-2018/showTime/1000/hallNumber/2"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Bishan","GV Bishan","10/12/2018","11:55 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6396/showDate/10-12-2018/showTime/1155/hallNumber/4"
"(D-Box) Aquaman*","D-BOX, Bishan ","D-BOX, Bishan ","14/12/2018","9:20 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02*/filmCode/6473/showDate/14-12-2018/showTime/920/hallNumber/2*"
"The Grinch","GV Grand, Great World City","GV Grand, Great World City","11/12/2018","7:05 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/07/filmCode/6398/showDate/11-12-2018/showTime/1905/hallNumber/1"
"A Star Is Born","GV Bishan","GV Bishan","10/12/2018","10:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6360/showDate/10-12-2018/showTime/2215/hallNumber/4"
"Fantastic Beasts: The Crimes Of Grindelwald","GV Tampines","GV Tampines","12/12/2018","10:00 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/09/filmCode/6395/showDate/12-12-2018/showTime/1000/hallNumber/2"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV City Square","GV City Square","09/12/2018","1:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/11/filmCode/6396/showDate/09-12-2018/showTime/1315/hallNumber/1"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Bedok","GV Bedok","09/12/2018","9:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/14/filmCode/6396/showDate/09-12-2018/showTime/2115/hallNumber/3"
"Aquaman*","GV Plaza","GV Plaza","14/12/2018","5:45 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/08/filmCode/6412/showDate/14-12-2018/showTime/1745/hallNumber/5"
"Fantastic Beasts: The Crimes Of Grindelwald","GV Tampines","GV Tampines","09/12/2018","4:00 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/09/filmCode/6395/showDate/09-12-2018/showTime/1600/hallNumber/7"
"Fantastic Beasts: The Crimes Of Grindelwald","GV Yishun","GV Yishun","10/12/2018","1:10 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/01/filmCode/6395/showDate/10-12-2018/showTime/1310/hallNumber/6"
"Aquaman*","GV Paya Lebar","GV Paya Lebar","14/12/2018","3:40 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/13/filmCode/6412/showDate/14-12-2018/showTime/1540/hallNumber/2"
"Fantastic Beasts: The Crimes Of Grindelwald","GV Bedok","GV Bedok","10/12/2018","6:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/14/filmCode/6395/showDate/10-12-2018/showTime/1850/hallNumber/6"
"Widows*","GV Grand, Great World City","GV Grand, Great World City","09/12/2018","6:20 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/07/filmCode/6411/showDate/09-12-2018/showTime/1820/hallNumber/4"
"Creed II","Gemini City Square","Gemini City Square","09/12/2018","6:35 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/114/filmCode/6409/showDate/09-12-2018/showTime/1835/hallNumber/4"
"Aquaman*","GV City Square","GV City Square","15/12/2018","12:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/11/filmCode/6412/showDate/15-12-2018/showTime/1250/hallNumber/2"
"Spider-Man: Into The Spider-Verse*","Duo Deluxe, Paya Lebar","Duo Deluxe, Paya Lebar","10/12/2018","7:40 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/131/filmCode/6414/showDate/10-12-2018/showTime/1940/hallNumber/1"
"Spider-Man: Into The Spider-Verse*","GV Bishan","GV Bishan","10/12/2018","9:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6414/showDate/10-12-2018/showTime/2115/hallNumber/2^"
"Aquaman*","Grand Seats, Great World City","Grand Seats, Great World City","13/12/2018","5:35 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/076/filmCode/6412/showDate/13-12-2018/showTime/1735/hallNumber/6"
"Aquaman*","GV Grand, Great World City","GV Grand, Great World City","15/12/2018","10:20 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/07/filmCode/6412/showDate/15-12-2018/showTime/2220/hallNumber/1"
"Mortal Engines*","GV Grand, Great World City","GV Grand, Great World City","12/12/2018","8:30 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/07/filmCode/6413/showDate/12-12-2018/showTime/2030/hallNumber/6"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Paya Lebar","GV Paya Lebar","11/12/2018","6:25 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/13/filmCode/6396/showDate/11-12-2018/showTime/1825/hallNumber/8"
"Fantastic Beasts: The Crimes Of Grindelwald*","Gold Class VivoCity","Gold Class VivoCity","10/12/2018","1:10 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/50/filmCode/6395/showDate/10-12-2018/showTime/1310/hallNumber/3"
"Fantastic Beasts: The Crimes Of Grindelwald","Gold Class Grand, Great World City","Gold Class Grand, Great World City","10/12/2018","3:40 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/70/filmCode/6395/showDate/10-12-2018/showTime/1540/hallNumber/3"
"Aquaman*","GV Jurong Point","GV Jurong Point","14/12/2018","12:55 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/04/filmCode/6412/showDate/14-12-2018/showTime/55/hallNumber/5"
"Spider-Man: Into The Spider-Verse*","GV VivoCity","GV VivoCity","12/12/2018","3:55 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6414/showDate/12-12-2018/showTime/1555/hallNumber/2"
"(D-Box) Mortal Engines*","D-BOX, Bishan ","D-BOX, Bishan ","11/12/2018","10:20 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02*/filmCode/6467/showDate/11-12-2018/showTime/1020/hallNumber/1*"
"Robin Hood","GV Katong","GV Katong","09/12/2018","9:25 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/10/filmCode/6410/showDate/09-12-2018/showTime/2125/hallNumber/2"
"(D-Box) Aquaman*","GV Bishan","GV Bishan","14/12/2018","4:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6473/showDate/14-12-2018/showTime/1615/hallNumber/1*"
"Mortal Engines*","GV Suntec City","GV Suntec City","12/12/2018","9:20 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/12/filmCode/6413/showDate/12-12-2018/showTime/2120/hallNumber/5"
"The Grinch","GV Tiong Bahru","GV Tiong Bahru","12/12/2018","7:25 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/03/filmCode/6398/showDate/12-12-2018/showTime/1925/hallNumber/3"
"Mortal Engines*","GV Bedok","GV Bedok","12/12/2018","9:40 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/14/filmCode/6413/showDate/12-12-2018/showTime/2140/hallNumber/1"
"Bohemian Rhapsody","Gemini Grand, Great World City","Gemini Grand, Great World City","10/12/2018","9:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/072/filmCode/6391/showDate/10-12-2018/showTime/2150/hallNumber/2"
"Spider-Man: Into The Spider-Verse*","GV VivoCity","GV VivoCity","11/12/2018","1:20 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/05/filmCode/6414/showDate/11-12-2018/showTime/1320/hallNumber/2"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Bishan","GV Bishan","11/12/2018","6:35 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6396/showDate/11-12-2018/showTime/1835/hallNumber/5"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Jurong Point","GV Jurong Point","10/12/2018","4:05 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/04/filmCode/6396/showDate/10-12-2018/showTime/1605/hallNumber/4"
"The Grinch","GV Bishan","GV Bishan","11/12/2018","11:40 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6398/showDate/11-12-2018/showTime/1140/hallNumber/5"
"Mortal Engines*","GV Jurong Point","GV Jurong Point","12/12/2018","6:50 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/04/filmCode/6413/showDate/12-12-2018/showTime/1850/hallNumber/5"
"The Grinch (Digital)","321 Clementi","WE-Clementi","9/12/2018","9:25 PM","http://tickets.wecinemas.com.sg/Ticketing/visSelectSeats.aspx?cinemacode=5001&txtSessionId=78104&args7=78F9C95434406353FDCE1E99790FFDA322645"
"Robin Hood","GV Tiong Bahru","GV Tiong Bahru","09/12/2018","9:20 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/03/filmCode/6410/showDate/09-12-2018/showTime/2120/hallNumber/4"
"Aquaman*","GV Tampines","GV Tampines","13/12/2018","7:15 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/09/filmCode/6412/showDate/13-12-2018/showTime/1915/hallNumber/2"
"The Devil Fish","GV Plaza","GV Plaza","11/12/2018","10:35 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/08/filmCode/3555/showDate/11-12-2018/showTime/2235/hallNumber/3"
"Aquaman*","GV Grand, Great World City","GV Grand, Great World City","15/12/2018","7:10 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/07/filmCode/6412/showDate/15-12-2018/showTime/1910/hallNumber/1"
"(D-Box) Mortal Engines*","D-BOX, Bishan ","D-BOX, Bishan ","12/12/2018","4:00 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02*/filmCode/6467/showDate/12-12-2018/showTime/1600/hallNumber/1*"
"Robin Hood (Digital)","321 Clementi","WE-Clementi","12/12/2018","11:00 AM","http://tickets.wecinemas.com.sg/Ticketing/visSelectSeats.aspx?cinemacode=5001&txtSessionId=78310&args7=78F9C95434406353FDCE1E99790FFDA322645"
"Disney's Ralph Breaks The Internet: Wreck-It Ralph","GV Bedok","GV Bedok","11/12/2018","3:55 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/14/filmCode/6396/showDate/11-12-2018/showTime/1555/hallNumber/3"
"Bohemian Rhapsody","GV Katong","GV Katong","10/12/2018","1:20 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/10/filmCode/6391/showDate/10-12-2018/showTime/1320/hallNumber/1"
"Mortal Engines*","Gold Class Katong","Gold Class Katong","11/12/2018","7:10 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/60/filmCode/6413/showDate/11-12-2018/showTime/1910/hallNumber/2"
"The Grinch","GV Bishan","GV Bishan","10/12/2018","9:30 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6398/showDate/10-12-2018/showTime/930/hallNumber/5"
"Mortal Engines*","Gold Class Suntec City","Gold Class Suntec City","09/12/2018","12:45 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/80/filmCode/6413/showDate/09-12-2018/showTime/1245/hallNumber/2"
"A Star Is Born","GV Katong","GV Katong","11/12/2018","1:00 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/10/filmCode/6360/showDate/11-12-2018/showTime/1300/hallNumber/2"
"(D-Box) Spider-Man:Into The Spider-Verse*","GV Bishan","GV Bishan","10/12/2018","10:20 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/02/filmCode/6470/showDate/10-12-2018/showTime/1020/hallNumber/2*"
"(Jap) Pokemon The Movie: The Power Of Us","GV Plaza","GV Plaza","09/12/2018","9:50 AM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/08/filmCode/3560/showDate/09-12-2018/showTime/950/hallNumber/3"
"The Grinch","GV City Square","GV City Square","11/12/2018","1:30 PM","https://www.gv.com.sg/GVSeatSelection#/cinemaId/11/filmCode/6398/showDate/11-12-2018/showTime/1330/hallNumber/6"
